flightdate,STATION_NAME,PRCP,SNWD,SNOW,TMAX,TMIN,monthnum
2015-08-18,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.4,0,0,83,67,8
2015-08-19,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,75,62,8
2015-08-20,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,74,59,8
2015-08-21,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,82,55,8
2015-08-22,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,81,60,8
2015-08-23,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,77,61,8
2015-08-24,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,75,.,8
2015-08-25,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,72,59,8
2015-08-26,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,56,8
2015-08-27,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,76,51,8
2015-08-28,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,72,56,8
2015-08-29,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.74,0,0,70,63,8
2015-08-30,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,77,62,8
2015-08-31,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,85,60,8
2015-09-01,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,88,68,9
2015-09-02,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,90,72,9
2015-09-03,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,91,.,9
2015-09-04,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,85,68,9
2015-09-05,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,87,69,9
2015-09-06,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,92,70,9
2015-09-07,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,88,76,9
2015-09-08,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,1.04,0,0,81,68,9
2015-09-09,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,77,58,9
2015-09-10,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.21,0,0,74,54,9
2015-09-11,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.17,0,0,67,54,9
2015-09-12,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,50,9
2015-09-13,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,70,.,9
2015-09-14,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,82,52,9
2015-09-15,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,82,62,9
2015-09-16,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,83,56,9
2015-09-17,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.36,0,0,.,.,9
2015-09-18,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2.41,0,.,74,65,9
2015-09-19,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.05,0,0,71,53,9
2015-09-20,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,73,50,9
2015-09-21,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,74,52,9
2015-09-22,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,80,53,9
2015-09-23,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,80,57,9
2015-09-24,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,76,56,9
2015-09-25,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,73,60,9
2015-09-26,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,75,60,9
2015-09-27,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,74,61,9
2015-09-28,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,77,.,9
2015-09-29,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.4,0,0,68,55,9
2015-09-30,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,61,52,9
2015-10-01,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,59,52,10
2015-10-02,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,51,10
2015-10-03,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.01,0,0,54,48,10
2015-10-04,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,57,50,10
2015-10-05,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,.,.,10
2015-10-06,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,.,71,55,10
2015-10-07,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,71,54,10
2015-10-08,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.05,0,0,.,50,10
2015-10-09,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,64,47,10
2015-10-10,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,65,42,10
2015-10-11,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,79,51,10
2015-10-12,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,75,53,10
2015-10-13,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,63,47,10
2015-10-14,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,.,42,10
2015-10-15,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,69,46,10
2015-10-16,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,55,37,10
2015-10-17,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,53,33,10
2015-10-18,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,60,.,10
2015-10-19,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,73,47,10
2015-10-20,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.11,0,0,74,57,10
2015-10-21,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.01,0,0,75,52,10
2015-10-22,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,51,10
2015-10-23,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.16,0,0,.,.,10
2015-10-24,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.3,0,0,66,46,10
2015-10-25,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,62,41,10
2015-10-26,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,61,.,10
2015-10-27,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.49,0,0,56,50,10
2015-10-28,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.33,0,0,.,37,10
2015-10-29,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,47,36,10
2015-10-30,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,56,36,10
2015-10-31,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.77,0,0,52,45,10
2015-11-01,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,63,44,11
2015-11-02,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,72,47,11
2015-11-03,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,70,.,11
2015-11-04,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,71,.,11
2015-11-05,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,70,.,11
2015-11-06,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.16,0,0,65,41,11
2015-11-07,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,53,35,11
2015-11-08,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,28,11
2015-11-09,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,56,29,11
2015-11-10,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,56,32,11
2015-11-11,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.42,0,0,.,36,11
2015-11-12,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,56,42,11
2015-11-13,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,47,32,11
2015-11-14,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,57,25,11
2015-11-15,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,64,.,11
2015-11-16,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.12,0,0,57,43,11
2015-11-17,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.63,0,0,61,.,11
2015-11-18,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.2,0,0,62,.,11
2015-11-19,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,47,35,11
2015-11-20,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.28,0,4.2,40,31,11
2015-11-21,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,5.1,7,33,18,11
2015-11-22,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,7.1,0,27,7,11
2015-11-23,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,7.1,0,.,25,11
2015-11-24,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,5.1,.,41,.,11
2015-11-25,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,3.9,.,52,29,11
2015-11-26,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.42,0,0,.,48,11
2015-11-27,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.84,0,0,56,34,11
2015-11-28,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,38,30,11
2015-11-29,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,.,25,11
2015-11-30,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.26,0,0,44,38,11
2015-12-01,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.18,0,0,43,37,12
2015-12-02,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.21,0,1.3,38,31,12
2015-12-03,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,35,30,12
2015-12-04,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,47,32,12
2015-12-05,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,46,29,12
2015-12-06,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,47,27,12
2015-12-07,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,39,27,12
2015-12-08,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,47,38,12
2015-12-09,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,52,40,12
2015-12-10,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,57,41,12
2015-12-11,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,51,41,12
2015-12-12,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,.,47,12
2015-12-13,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.85,0,0,61,48,12
2015-12-14,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.39,0,0,61,42,12
2015-12-15,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,39,12
2015-12-16,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.12,0,0,53,35,12
2015-12-17,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,35,28,12
2015-12-18,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0.2,32,24,12
2015-12-19,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,30,15,12
2015-12-20,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,50,.,12
2015-12-21,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.67,0,0,52,41,12
2015-12-22,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.02,0,0,41,35,12
2015-12-23,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,59,40,12
2015-12-24,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,.,34,12
2015-12-25,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,44,32,12
2015-12-26,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.21,0,0,42,37,12
2015-12-27,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.14,0,0,.,35,12
2015-12-28,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,1.9,39,31,12
2015-12-29,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,1.2,0,39,29,12
2015-12-30,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.09,1.2,.,29,.,12
2015-12-31,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,.,28,22,12
2016-01-01,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,2,0,31,19,1
2016-01-02,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,1.2,0,32,20,1
2016-01-03,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,1.2,0,.,22,1
2016-01-04,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,1.2,0,.,22,1
2016-01-05,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,1.2,0,33,17,1
2016-01-06,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,1.2,0,36,21,1
2016-01-07,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.01,1.2,0,41,34,1
2016-01-08,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,42,36,1
2016-01-09,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.27,0,1.7,40,23,1
2016-01-10,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,1.2,0,23,2,1
2016-01-11,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.11,1.2,3.1,24,-1,1
2016-01-12,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.01,3.1,0.1,20,3,1
2016-01-13,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,3.1,0.1,25,-2,1
2016-01-14,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,2,.,44,24,1
2016-01-15,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.01,0,0,43,30,1
2016-01-16,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,30,.,1
2016-01-17,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,8,-1,1
2016-01-18,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,7,-4,1
2016-01-19,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,17,0,1
2016-01-20,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.05,0,0.9,23,12,1
2016-01-21,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,29,9,1
2016-01-22,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.02,0,0.4,30,19,1
2016-01-23,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,.,0,0,33,20,1
2016-01-24,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,34,24,1
2016-01-25,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.13,0,0,.,24,1
2016-01-26,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.02,0,0,36,24,1
2016-01-27,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,34,23,1
2016-01-28,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,39,29,1
2016-01-29,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,35,20,1
2016-01-30,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0,0,0,46,35,1
2016-01-31,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,0.02,0,.,48,.,1
